application_id,requested_amount_usd,repayment_term_text,interest_rate_text,monthly_installment_usd,last_payment_amount_usd,risk_grade_band,risk_grade_detail,employment_tenure_text,housing_status,annual_income_usd,income_verification_status,origination_month,outcome_status,loan_purpose,region_code,debt_to_income_ratio,credit_score_low,credit_score_high,open_credit_lines,public_records_count,revolving_utilization_text
127652049,10000.0, 36 months,10.42,324.65,324.65,B,B3,10+ years,OWN,42000.0,Verified,Feb-2018,Charged Off,debt_consolidation,FL,15.15,660.0,664.0,10.0,1.0,35.5
82971492,15000.0, 36 months, 17.99 ,542.22,542.22,D,D2,4 years,RENT,56000.0,Verified,Jun-2016,Charged Off,debt_consolidation ,CA,6.19,665.0,669.0,6.0,2.0, 56.7 
126704736,15000.0, 36 months,14.08,513.25,12028.61,C,C3,< 1 year,MORTGAGE,32000.0,Not Verified,Jan-2018,Fully Paid,home_improvement,IL,39.52,660.0,664.0,10.0,0.0,62.5
57894971,13075.0, 36 months,16.55,463.24,463.24,D,D2,< 1 year,RENT,38500.0,Not Verified,Aug-2015,Charged Off,debt_consolidation,TX,25.19,660.0,664.0,8.0,0.0,83.9
60697340,3500.0, 36 months,9.99,112.92,575.04,B,B3,,RENT,24204.0,Verified,Sep-2015,Fully Paid,debt_consolidation,FL,29.75,660.0,664.0,6.0,0.0,6.5
40951205,11400.0, 36 months,9.17,363.42,363.4,B,B2,5 years,RENT,30000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,CA,14.4,675.0,679.0,9.0,1.0,65.1
59452309,8000.0, 36 months,12.69,268.36,704.99,C,C2,,MORTGAGE,65000.0,Source Verified,Sep-2015,Fully Paid,debt_consolidation,GA,5.25,685.0,689.0,6.0,0.0,58.8
63404746,9000.0, 36 months,22.99,348.35,0.0,F,F2,< 1 year,RENT,25000.0,Verified,Oct-2015,Charged Off,debt_consolidation,FL,30.44,690.0,694.0,5.0,0.0,60.4
46774243,10000.0, 36 months,6.92,308.41,4167.33,A,A4,3 years,MORTGAGE,61000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,CA,9.66,675.0,679.0,12.0,1.0,28.1
116924680,7000.0, 36 months,9.44,224.04,5875.64,B,B1,10+ years,MORTGAGE,150000.0,Not Verified,Aug-2017,Fully Paid,credit_card,NY,6.32,770.0,774.0,9.0,0.0,16.3
79671614,12000.0, 60 months,23.99,345.15,345.15,E,E4,< 1 year,MORTGAGE,50000.0,Verified,Jun-2016,Charged Off,debt_consolidation,MN,17.83,660.0,664.0,16.0,2.0,40.1
57245347,5000.0, 36 months,9.99,161.32,161.27,B,B3,7 years,RENT,65000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,NY,2.94,745.0,749.0,5.0,0.0,42.6
43570100,25775.0, 60 months,21.67,707.05,707.05,E,E5,4 years,MORTGAGE,103000.0,Verified,Mar-2015,Charged Off,debt_consolidation,MI,32.42,665.0,669.0,10.0,0.0,57.0
46814968,1200.0, 36 months,15.61,41.96,124.88,D,D1,< 1 year,OWN,58000.0,Not Verified,May-2015,Fully Paid,debt_consolidation,NY,39.29,700.0,704.0,23.0,0.0,38.6
51986311,25000.0, 36 months,11.53,824.76,6423.25,B,B5,10+ years,MORTGAGE,60000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,TN,19.42,660.0,664.0,9.0,0.0,60.7
59161289,16025.0, 36 months,16.55,567.76,567.76,D,D2,10+ years,RENT,70000.0,Verified,Aug-2015,Charged Off,debt_consolidation,CA,17.26,665.0,669.0,11.0,1.0,66.4
61443970,6400.0, 36 months,12.29,213.46,213.46,C,C1,8 years,RENT,45000.0,Source Verified,Oct-2015,Charged Off,credit_card,KY,23.44,705.0,709.0,4.0,0.0,70.9
44855611,10800.0, 36 months,12.69,362.29,362.29,C,C2,6 years,RENT,98000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,NV,17.45,680.0,684.0,6.0,0.0,62.2
41080812,20000.0, 36 months,10.99,654.68,654.66,B,B4,4 years,MORTGAGE,120000.0,Source Verified,Feb-2015,Fully Paid,debt_consolidation,CO,15.72,700.0,704.0,9.0,1.0,26.1
39760357,1000.0, 36 months,17.86,36.09,35.72,D,D5,5 years,RENT,25000.0,Verified,Jan-2015,Fully Paid,other,GA,11.04,685.0,689.0,20.0,0.0,25.9
46722855,5600.0, 36 months,16.99,199.63,4945.11,D,D3,,MORTGAGE,70000.0,Verified,Apr-2015,Fully Paid,debt_consolidation,CA,12.72,700.0,704.0,11.0,0.0,67.3
130058564,24000.0, 36 months,20.39,896.71,896.71,D,D4,3 years,OWN,100000.0,Verified,Mar-2018,Charged Off,home_improvement,CA,7.32,670.0,674.0,4.0,0.0,31.5
46847165,35000.0, 60 months,17.57,880.61,880.61,D,D4,,RENT,204000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,TX,12.75,705.0,709.0,13.0,0.0,67.3
76424210,10400.0, 60 months,21.97,287.06,287.06,E,E4,1 year,MORTGAGE,,Source Verified,Apr-2016,Charged Off,debt_consolidation,MA,27.08,675.0,679.0,16.0,0.0,75.8
67665143,20000.0, 60 months,13.67,461.96,461.96,C,C4,3 years,RENT,90000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,NY,17.75,690.0,694.0,38.0,0.0,38.6
127190483,30000.0, 36 months,11.99,996.29,26088.36,B,B5,10+ years,MORTGAGE,75000.0,Source Verified,Jan-2018,Fully Paid,debt_consolidation,TX,16.86,675.0,679.0,7.0,0.0,59.0
46835030,20000.0, 60 months,9.99,424.85,424.85,B,B3,5 years,RENT,171931.0,Verified,Apr-2015,Charged Off,credit_card,TX,23.26,740.0,744.0,16.0,0.0,29.2
52066231,25000.0, 60 months,13.33,573.06,573.06,C,C3,9 years,MORTGAGE,92000.0,Source Verified,Jun-2015,Charged Off,credit_card,NJ,13.11,660.0,664.0,7.0,0.0,95.4
78118572,12500.0, 36 months,6.49,383.06,1520.3,A,A2,,OWN,48264.0,Verified,May-2016,Fully Paid,debt_consolidation,NY,11.71,810.0,814.0,9.0,0.0,0.5
19796622,10000.0, 60 months,13.99,232.64,232.64,C,C4,10+ years,MORTGAGE,40000.0,Verified,Mar-2015,Charged Off,credit_card,GA,18.48,660.0,664.0,13.0,0.0,73.0
46358080,12000.0, 60 months,16.55,295.34,295.34,D,D2,3 years,RENT,55000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,MD,11.59,675.0,679.0,5.0,0.0,77.0
60597877,16000.0, 36 months,5.32,481.84,7936.74,A,A1,8 years,MORTGAGE,84000.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,IL,29.46,835.0,839.0,13.0,0.0,7.2
113660954,29750.0, 36 months,25.82,1195.8,5453.42,E,E4,2 years,RENT,250000.0,Source Verified,Aug-2017,Fully Paid,debt_consolidation,AZ,5.44,680.0,684.0,18.0,3.0,19.9
77538810,35000.0, 36 months,14.46,1204.06,1204.06,C,C4,10+ years,MORTGAGE,80000.0,Verified,Apr-2016,Charged Off,credit_card,MN,19.64,695.0,699.0,7.0,0.0,99.7
127189877,38000.0, 60 months,13.59,876.14,876.14,C,C2,1 year,MORTGAGE,133000.0,Source Verified,Feb-2018,Charged Off,debt_consolidation,FL,11.99,705.0,709.0,14.0,0.0,39.9
81455732,8200.0, 36 months,7.39,254.66,6157.77,A,A4,< 1 year,OWN,70720.0,Not Verified,Jun-2016,Fully Paid,credit_card,IL,16.92,685.0,689.0,9.0,0.0,68.9
65926489,35000.0, 36 months,7.89,1095.0,1094.9,A,A5,10+ years,MORTGAGE,1000000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,MN,15.47,700.0,704.0,15.0,0.0,90.0
112616610,6000.0, 36 months,14.08,205.3,205.3,C,C3,1 year,MORTGAGE,58000.0,Not Verified,Jul-2017,Charged Off,debt_consolidation,PA,22.84,675.0,679.0,6.0,0.0,68.2
39058199,5050.0, 36 months,17.14,180.4,180.4,D,D4,,RENT,28000.0,Verified,Jan-2015,Charged Off,debt_consolidation,CA,10.46,675.0,679.0,6.0,0.0,70.2
60822030,23800.0, 60 months,11.53,523.79,23998.19,B,B5,8 years,MORTGAGE,118000.0,Not Verified,Oct-2015,Fully Paid,debt_consolidation,NY,5.85,795.0,799.0,29.0,0.0,22.7
119282763,32000.0, 36 months,11.99,1062.71,21298.5,B,B5,< 1 year,RENT,60060.0,Verified,Sep-2017,Fully Paid,debt_consolidation,NM,38.98,670.0,674.0,12.0,0.0,47.4
38618753,12000.0, 36 months,12.39,400.82,3480.92,C,C1,2 years,RENT,77500.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,AK,25.97,660.0,664.0,9.0,0.0,49.7
51837308,6000.0, 36 months,12.69,201.27,6046.53,C,C2,10+ years,RENT,89000.0,Verified,Jun-2015,Fully Paid,debt_consolidation,HI,29.38,705.0,709.0,7.0,0.0,93.2
56082973,24000.0, 36 months,12.69,805.08,21532.18,C,C2,,MORTGAGE,80000.0,Not Verified,Aug-2015,Fully Paid,debt_consolidation,FL,4.67,730.0,734.0,18.0,0.0,19.2
55959639,8000.0, 36 months,7.26,247.97,1706.8,A,A4,10+ years,MORTGAGE,56708.0,Source Verified,Jul-2015,Fully Paid,major_purchase,VA,10.77,680.0,684.0,4.0,0.0,97.5
130345458,30000.0, 60 months,19.42,785.17,785.17,D,D3,,RENT,42000.0,Verified,Mar-2018,Charged Off,debt_consolidation,TX,5.86,685.0,689.0,5.0,2.0,41.7
76212287,8000.0, 36 months,19.53,295.4,295.4,D,D5,10+ years,OWN,44000.0,Verified,Apr-2016,Charged Off,other,TX,23.46,785.0,789.0,6.0,0.0,11.2
77407711,9000.0, 36 months,5.32,271.04,8364.17,A,A1,10+ years,MORTGAGE,36000.0,Source Verified,Apr-2016,Fully Paid,major_purchase,GA,9.67,805.0,809.0,13.0,0.0,20.4
83856304,12000.0, 36 months,11.49,395.66,10388.9,B,B5,10+ years,MORTGAGE,56000.0,Verified,Jun-2016,Fully Paid,other,FL,11.42,670.0,674.0,16.0,0.0,59.2
75325161,7000.0, 36 months,9.16,223.12,223.12,B,B2,3 years,OWN,101000.0,Not Verified,Apr-2016,Charged Off,debt_consolidation,WV,23.62,660.0,664.0,13.0,0.0,38.3
128666930,22000.0, 36 months,12.62,737.25,737.25,C,C1,5 years,MORTGAGE,225000.0,Source Verified,Feb-2018,Charged Off,debt_consolidation,NY,9.75,685.0,689.0,24.0,0.0,20.2
116889374,1500.0, 36 months,11.99,49.82,49.82,B,B5,< 1 year,mortgage,52000.0,Source Verified,Aug-2017,Charged Off,home_improvement,MD,9.42,670.0,674.0,7.0,0.0,57.0
80591390,10650.0, 36 months,14.46,366.38,366.38,C,C4,2 years,RENT,35000.0,Source Verified,Jun-2016,Charged Off,credit_card,NY,17.66,670.0,674.0,11.0,0.0,87.6
126557253,20000.0, 36 months,10.42,649.3,649.3,B,B3,4 years,mortgage,30000.0,Not Verified,Jan-2018,Charged Off,home_improvement,NE,28.44,705.0,709.0,18.0,0.0,47.0
55919518,16000.0, 36 months,7.26,495.94,8520.3,A,A4,10+ years,MORTGAGE,65000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,GA,15.93,700.0,704.0,18.0,5.0,18.3
40540408,22875.0, 36 months,16.49,809.77,810.0,D,D3,10+ years,MORTGAGE,71000.0,Verified,Jan-2015,Charged Off,credit_card,SC,36.78,700.0,704.0,18.0,0.0,84.5
56099507,8000.0, 36 months,12.69,268.36,268.3,C,C2,,OWN,25000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,CA,27.12,665.0,669.0,5.0,1.0,67.0
68302547,20000.0, 36 months,13.99,683.46,4664.64,C,C4,10+ years,MORTGAGE,81000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,AZ,34.55,685.0,689.0,17.0,0.0,11.6
60645741,9000.0, 36 months,18.55,327.87,327.87,E,E2,,OWN,30000.0,Source Verified,Sep-2015,Charged Off,debt_consolidation,FL,25.56,670.0,674.0,11.0,1.0,31.6
46428008,18000.0, 60 months,16.99,447.25,497.25,D,D3,8 years,RENT,65000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,TX,29.62,700.0,704.0,12.0,0.0,1.0
60596659,5600.0, 36 months, 13.99 ,191.37,191.37,C,C4,9 years,MORTGAGE,58000.0,Verified,Sep-2015,Charged Off,debt_consolidation , MI ,,660.0,664.0,16.0,1.0, 85.1 
40463229,1500.0, 36 months,16.49,53.1,59.51,D,D3,10+ years,RENT,72000.0,Verified,Feb-2015,Charged Off,debt_consolidation,MI,20.3,665.0,669.0,12.0,0.0,96.2
56121298,7700.0, 36 months,16.55,272.81,4805.23,D,D2,10+ years,MORTGAGE,93000.0,Verified,Aug-2015,Fully Paid,credit_card,CO,3.75,675.0,679.0,9.0,0.0,55.8
67908441,15000.0, 60 months,18.49,384.92,384.92,E,E2,10+ years,RENT,40000.0,Verified,Dec-2015,Charged Off,medical,NY,25.41,670.0,674.0,28.0,0.0,54.1
65119044,30000.0, 60 months, 23.99 ,862.87,862.87,F,F3,< 1 year,MORTGAGE,62000.0,Verified,Nov-2015,Charged Off,debt_consolidation ,NC,19.32,720.0,724.0,4.0,0.0, 65.5 
48504886,23000.0, 36 months,9.17,733.22,13082.41,B,B2,8 years,RENT,95000.0,Source Verified,May-2015,Fully Paid,credit_card,CA,13.38,695.0,699.0,9.0,0.0,65.1
39740415,15000.0, 36 months,8.67,474.7,6354.38,B,B1,10+ years,RENT,70000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,CA,13.78,700.0,704.0,9.0,0.0,64.5
116806151,14400.0, 60 months,26.3,433.71,433.71,E,E5,< 1 year,MORTGAGE,68000.0,Source Verified,Aug-2017,Charged Off,credit_card,MA,12.42,665.0,669.0,12.0,0.0,36.6
60415538,35000.0, 60 months, 17.57 ,880.61,880.61,D,D4,6 years,MORTGAGE,153000.0,Verified,Sep-2015,Charged Off,debt_consolidation , MN ,,665.0,669.0,14.0,2.0, 9.1 
83920712,5000.0, 36 months,7.59,155.74,4010.02,A,A3,5 years,RENT,63395.0,Verified,Jun-2016,Fully Paid,credit_card,CA,2.57,770.0,774.0,5.0,0.0,16.7
47551622,9450.0, 36 months, 15.61 ,330.42,330.42,D,D1,1 year,RENT,25000.0,Not Verified,May-2015,Charged Off,credit_card ,NY,19.22,660.0,664.0,15.0,0.0, 34.6 
46808740,20000.0, 36 months,6.92,616.82,19716.84,A,A4,1 year,MORTGAGE,44000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,TX,19.02,765.0,769.0,12.0,0.0,25.2
115170291,4000.0, 36 months,15.05,138.76,192.31,C,C4,,OWN,47000.0,Not Verified,Aug-2017,Charged Off,home_improvement,FL,7.0,660.0,664.0,4.0,1.0,8.5
65473301,35000.0, 36 months,9.17,1115.77,25627.52,B,B2,10+ years,MORTGAGE,108000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,CA,19.59,795.0,799.0,12.0,0.0,19.0
56121319,35000.0, 36 months,12.69,1174.07,1174.07,C,C2,,MORTGAGE,180000.0,Source Verified,Aug-2015,Charged Off,debt_consolidation,CA,21.69,705.0,709.0,17.0,0.0,76.6
49663502,15000.0, 60 months,15.61,361.67,14292.85,D,D1,8 years,RENT,42000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,MD,15.03,660.0,664.0,8.0,1.0,69.2
40876951,15000.0, 60 months,16.99,372.71,372.71,D,D3,2 years,MORTGAGE,42000.0,Verified,Feb-2015,Charged Off,debt_consolidation,FL,20.71,670.0,674.0,10.0,0.0,69.4
42414230,7000.0, 36 months,12.69,234.82,467.49,C,C2,10+ years,MORTGAGE,89000.0,Not Verified,Mar-2015,Fully Paid,other,MO,11.53,660.0,664.0,11.0,0.0,83.5
78319932,4800.0, 36 months,11.47,158.22,158.22,B,B5,10+ years,RENT,60000.0,Not Verified,May-2016,Charged Off,debt_consolidation,WA,13.84,665.0,669.0,10.0,0.0,73.5
54147184,11875.0, 60 months,26.77,360.98,360.98,G,G1,< 1 year,OWN,33000.0,Verified,Jul-2015,Charged Off,debt_consolidation,MS,16.04,660.0,664.0,7.0,0.0,72.2
77249131,32000.0, 60 months,16.29,783.12,25570.39,D,D1,10+ years,RENT,153000.0,Verified,Apr-2016,Fully Paid,other,VA,27.67,690.0,694.0,10.0,0.0,94.7
56280163,22500.0, 60 months,19.99,595.99,595.99,E,E4,10+ years,MORTGAGE,45000.0,Source Verified,Aug-2015,Charged Off,credit_card,CA,37.71,725.0,729.0,13.0,0.0,56.7
48597151,14400.0, 36 months,7.89,450.52,7257.79,A,A5,2 years,RENT,119000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,TX,9.39,675.0,679.0,9.0,1.0,52.1
59502297,14000.0, 60 months,19.19,364.64,14201.5,E,E3,10+ years,MORTGAGE,90000.0,Source Verified,Sep-2015,Fully Paid,home_improvement,CA,17.2,660.0,664.0,11.0,0.0,86.4
118605125,6300.0, 36 months,11.99,209.23,209.23,B,B5,,OWN,13000.0,Verified,Sep-2017,Charged Off,credit_card,NC,57.99,670.0,674.0,5.0,0.0,68.1
78260127,22000.0, 36 months,9.16,701.24,10023.64,B,B2,2 years,MORTGAGE,96000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,GA,13.42,690.0,694.0,15.0,0.0,65.5
75358187,12000.0, 36 months,9.16,382.5,382.5,B,B2,,OWN,31368.0,Verified,Apr-2016,Charged Off,debt_consolidation,CA,24.14,695.0,699.0,7.0,0.0,70.8
50467891,7175.0, 36 months,11.53,236.71,0.62,B,B5,9 years,RENT,28080.0,Not Verified,Jun-2015,Fully Paid,debt_consolidation,NY,22.86,680.0,684.0,13.0,0.0,72.3
43391397,10000.0, 60 months,17.57,251.61,3419.68,D,D4,6 years,RENT,45000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,CT,23.23,680.0,684.0,12.0,0.0,85.0
43325517,28000.0, 60 months,10.99,608.65,633.47,B,B4,8 years,RENT,77000.0,Source Verified,Mar-2015,Charged Off,other,CA,4.1,690.0,694.0,10.0,0.0,37.2
66493260,11200.0, 60 months,17.57,281.8,281.8,D,D4,1 year,MORTGAGE,70000.0,Not Verified,Dec-2015,Charged Off,home_improvement,NY,15.72,670.0,674.0,7.0,0.0,71.9
63419919,14400.0, 36 months,14.65,496.72,500.0,C,C5,1 year,RENT,40000.0,Verified,Nov-2015,Charged Off,debt_consolidation,ND,11.34,675.0,679.0,5.0,0.0,95.6
46255101,35000.0, 36 months,19.52,1292.19,1292.19,E,E3,10+ years,OWN,120000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,NY,12.48,690.0,694.0,14.0,0.0,45.6
39519363,11850.0, 36 months,14.31,406.8,406.8,C,C4,5 years,RENT,40000.0,Source Verified,Jan-2015,Charged Off,debt_consolidation,CA,26.61,710.0,714.0,5.0,0.0,64.9
68363720,6000.0, 36 months,14.85,207.56,207.56,C,C5,2 years,RENT,65000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,CO,17.08,675.0,679.0,3.0,0.0,88.1
79091453,19000.0, 36 months,6.97,586.41,5178.43,A,A3,10+ years,RENT,128000.0,Not Verified,May-2016,Fully Paid,debt_consolidation,VA,20.89,720.0,724.0,13.0,0.0,44.1
40991720,16000.0, 36 months,11.53,527.85,2602.47,B,B5,10+ years,RENT,50000.0,Verified,Feb-2015,Fully Paid,debt_consolidation,NY,9.91,680.0,684.0,7.0,0.0,61.5
77110534,9000.0, 36 months,11.47,296.66,10.0,B,B5,10+ years,RENT,70000.0,Source Verified,Apr-2016,Charged Off,other,FL,20.33,700.0,704.0,9.0,0.0,
78388191,8000.0, 36 months,11.47,263.7,7767.67,B,B5,6 years,RENT,60000.0,Source Verified,May-2016,Fully Paid,credit_card,NC,25.88,695.0,699.0,21.0,0.0,45.2
44430825,16800.0, 36 months,5.93,510.56,1000.69,A,A1,2 years,MORTGAGE,104600.0,Not Verified,Apr-2015,Fully Paid,credit_card,MT,14.13,715.0,719.0,13.0,0.0,80.5
77587564,18000.0, 36 months,12.99,606.41,606.41,C,C2,2 years,RENT,52000.0,Source Verified,May-2016,Charged Off,debt_consolidation,NY,10.85,720.0,724.0,9.0,0.0,26.7
77675687,19500.0, 36 months,12.99,656.94,3215.94,C,C2,10+ years,RENT,39000.0,Not Verified,May-2016,Fully Paid,credit_card,WI,38.83,705.0,709.0,12.0,0.0,78.0
81568340,21000.0, 60 months, 10.75 ,453.98,453.98,B,B4,5 years,MORTGAGE,100000.0,Source Verified,Jun-2016,Charged Off,credit_card , MI ,,680.0,684.0,15.0,0.0, 44.2 
52280394,25000.0, 36 months,13.33,846.33,446.0,C,C3,10+ years,MORTGAGE,125000.0,Source Verified,Jun-2015,Charged Off,other,CT,6.5,685.0,689.0,7.0,0.0,77.3
65776906,17775.0, 36 months,12.59,595.41,595.41,C,C2,6 years,OWN,120000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,GA,24.24,660.0,664.0,13.0,1.0,45.0
46652100,26000.0, 36 months,9.17,828.86,21799.04,B,B2,< 1 year,MORTGAGE,145000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,TX,7.95,695.0,699.0,15.0,0.0,42.4
43509455,27800.0, 36 months,16.55,984.94,14413.15,D,D2,10+ years,RENT,83000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,NJ,23.55,670.0,674.0,9.0,0.0,89.6
115397779,4500.0, 36 months,10.91,147.14,147.14,B,B4,< 1 year,RENT,30000.0,Source Verified,Aug-2017,Charged Off,other,CA,12.0,705.0,709.0,2.0,0.0,51.1
50466752,2500.0, 36 months, 8.18 ,78.55,764.13,B,B1,6 years,OWN,,Not Verified,Jun-2015,Fully Paid,debt_consolidation,GA,39.11,710.0,714.0,11.0,0.0,65.8
52189130,28000.0, 60 months,17.86,708.89,708.89,D,D5,10+ years,MORTGAGE,126000.0,Source Verified,Jun-2015,Charged Off,debt_consolidation,MO,8.17,675.0,679.0,9.0,1.0,76.1
61471875,12000.0, 60 months,17.57,301.93,16.52,D,D4,10+ years,MORTGAGE,60000.0,Source Verified,Oct-2015,Fully Paid,credit_card,IL,24.42,660.0,664.0,10.0,0.0,83.8
57214666,6000.0, 36 months,17.57,215.63,2222.27,D,D4,6 years,RENT,75000.0,Verified,Jul-2015,Fully Paid,major_purchase,MS,14.35,690.0,694.0,13.0,1.0,5.8
83659824,24000.0, 36 months,24.99,954.11,954.11,E,E4,10+ years,RENT,75000.0,Verified,Jun-2016,Charged Off,debt_consolidation,NJ,32.46,660.0,664.0,14.0,3.0,43.0
77090360,13800.0, 36 months,11.99,458.3,458.3,C,C1,,RENT,30000.0,Not Verified,Apr-2016,Charged Off,debt_consolidation,FL,23.52,710.0,714.0,17.0,0.0,20.7
61742277,11200.0, 36 months,10.99,366.63,366.63,B,B4,,MORTGAGE,34000.0,Verified,Oct-2015,Charged Off,debt_consolidation,IL,39.89,670.0,674.0,13.0,1.0,56.6
42051273,9775.0, 36 months,17.86,352.71,352.71,D,D5,,RENT,75700.0,Source Verified,Mar-2015,Charged Off,other,MA,17.76,680.0,684.0,8.0,1.0,55.9
126574637,10000.0, 36 months,6.08,304.59,1457.23,A,A2,10+ years,MORTGAGE,175000.0,Not Verified,Jan-2018,Fully Paid,debt_consolidation,CA,6.23,740.0,744.0,6.0,0.0,13.3
40553642,8000.0, 36 months,13.66,272.11,271.75,C,C3,10+ years,MORTGAGE,65000.0,Not Verified,Feb-2015,Fully Paid,credit_card,MN,8.47,660.0,664.0,7.0,0.0,88.2
49864657,1800.0, 36 months,15.61,62.94,188.82,D,D1,4 years,MORTGAGE,66000.0,Source Verified,May-2015,Charged Off,other,NJ,24.18,660.0,664.0,9.0,0.0,92.1
80659203,17925.0, 36 months,23.32,696.87,696.87,E,E3,9 years,MORTGAGE,140000.0,Source Verified,May-2016,Charged Off,debt_consolidation,TN,18.67,660.0,664.0,19.0,1.0,
61482870,35000.0, 36 months,13.99,1196.05,1196.05,C,C4,3 years,RENT,160000.0,Verified,Oct-2015,Charged Off,debt_consolidation,TX,12.65,660.0,664.0,26.0,0.0,71.5
41247185,35000.0, 36 months,13.33,1184.86,1184.86,C,C3,6 years,MORTGAGE,120000.0,Verified,Mar-2015,Charged Off,debt_consolidation,NJ,9.88,665.0,669.0,8.0,0.0,92.7
61451141,20000.0, 60 months,15.61,482.23,482.23,D,D1,6 years,MORTGAGE,62371.0,Not Verified,Oct-2015,Charged Off,debt_consolidation,VA,6.6,690.0,694.0,13.0,0.0,72.2
46295049,20000.0, 60 months,13.33,458.45,6426.81,C,C3,6 years,RENT,110000.0,Source Verified,Apr-2015,Fully Paid,major_purchase,FL,7.46,675.0,679.0,14.0,0.0,13.5
76243446,35000.0, 60 months,21.18,950.42,950.42,E,E3,5 years,MORTGAGE,110000.0,Source Verified,Apr-2016,Charged Off,debt_consolidation,FL,21.39,665.0,669.0,19.0,1.0,56.3
83757668,15000.0, 36 months,15.59,524.33,5479.14,C,C5,10+ years,MORTGAGE,54000.0,Verified,Jun-2016,Fully Paid,debt_consolidation,GA,20.62,670.0,674.0,12.0,0.0,81.4
77168386,19300.0, 60 months,21.97,532.72,19863.4,E,E4,< 1 year,RENT,42000.0,Verified,May-2016,Fully Paid,credit_card,FL,20.57,660.0,664.0,29.0,0.0,48.9
115107195,3000.0, 36 months,21.45,113.72,113.72,D,D5,1 year,RENT,55000.0,Verified,Aug-2017,Charged Off,moving,IN,19.94,675.0,679.0,10.0,0.0,49.8
65502370,16000.0, 36 months,10.99,523.75,523.48,B,B4,2 years,MORTGAGE,99265.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation,TX,12.16,670.0,674.0,14.0,0.0,59.2
139535609,10000.0, 36 months,15.02,346.76,9254.74,C,C3,,RENT,28000.0,Not Verified,Sep-2018,Fully Paid,credit_card,TX,5.34,675.0,679.0,15.0,0.0,18.7
75645408,24000.0, 60 months,9.75,506.99,506.99,B,B3,5 years,RENT,65000.0,Not Verified,Apr-2016,Charged Off,debt_consolidation,AZ,19.72,705.0,709.0,7.0,0.0,39.6
78983711,20000.0, 60 months,9.75,422.49,422.49,B,B3,10+ years,MORTGAGE,65000.0,Source Verified,May-2016,Charged Off,debt_consolidation,VA,3.08,680.0,684.0,3.0,0.0,70.0
48364200,10000.0, 60 months,20.49,267.68,267.68,E,E4,3 years,RENT,60000.0,Source Verified,May-2015,Charged Off,debt_consolidation,OK,28.96,700.0,704.0,12.0,0.0,62.4
126361382,8000.0, 36 months,10.42,259.72,259.72,B,B3,10+ years,OWN,65000.0,Not Verified,Jan-2018,Charged Off,credit_card,CA,2.81,660.0,664.0,7.0,0.0,9.0
53554307,10800.0, 60 months,26.77,328.3,9291.52,G,G1,5 years,RENT,30000.0,Source Verified,Jul-2015,Fully Paid,debt_consolidation,MN,24.88,675.0,679.0,11.0,0.0,81.2
115047647,5000.0, 36 months,9.93,161.18,161.18,B,B2,10+ years,MORTGAGE,95000.0,Source Verified,Aug-2017,Charged Off,credit_card,CA,18.23,675.0,679.0,16.0,0.0,37.1
59221565,12000.0, 36 months,6.89,369.93,9296.0,A,A3,10+ years,MORTGAGE,110000.0,Not Verified,Sep-2015,Fully Paid,debt_consolidation,NY,16.95,810.0,814.0,12.0,0.0,
76373501,12000.0, 36 months,9.75,385.8,6164.71,B,B3,3 years,RENT,72800.0,Not Verified,Apr-2016,Fully Paid,other,IN,23.97,680.0,684.0,10.0,0.0,75.4
42904125,1000.0, 36 months,12.69,33.55,33.32,C,C2,10+ years,MORTGAGE,70908.0,Not Verified,Mar-2015,Fully Paid,medical,MO,12.78,675.0,679.0,8.0,0.0,37.7
67406361,14000.0, 36 months,11.99,464.94,464.94,C,C1,4 years,RENT,75000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,NY,37.22,660.0,664.0,25.0,1.0,60.0
